"id","from","to","date","distance","countryside","device","suburban","age"
"902","Budapest","Győr","2015-01-24T13:00:00","125","budapest","ios","false","21"
"903","Budapest","Győr","2015-01-24T15:00:00","125","budapest","ios","false","25"
"904","Budapest","Halmaj","2015-01-24T10:00:00","200","budapest","ios","false","30"
"905","Budapest","Halásztelek","2015-01-24T16:00:00","13","budapest","ios","true","30"
"906","Budapest","Hatvan","2015-01-24T15:00:00","59","budapest","ios","false","25"
"907","Budapest","Karcag","2015-01-24T13:00:00","184","budapest","android","false","27"
"908","Budapest","Berente","2015-01-24T19:00:00","205","budapest","ios","false","27"
"909","Budapest","Kecskemét","2015-01-24T09:00:00","95","budapest","ios","false","25"
"910","Budapest","Kecskemét","2015-01-24T12:00:00","95","budapest","ios","false","23"
"911","Budapest","Kecskemét","2015-01-24T13:00:00","95","budapest","ios","false","35"
"912","Budapest","Kiskőrös","2015-01-24T11:00:00","130","budapest","ios","false","28"
"913","Budapest","Kiskunhalas","2015-01-24T00:00:00","151","budapest","ios","false","35"
"914","Budapest","Kiskunhalas","2015-01-24T09:00:00","151","budapest","ios","false","22"
"915","Budapest","Kiskunhalas","2015-01-24T14:00:00","151","budapest","ios","false","28"
"916","Budapest","Kiskunhalas","2015-01-24T18:00:00","151","budapest","ios","false","27"
"917","Budapest","Kisvárda","2015-01-24T15:00:00","284","budapest","ios","false","27"
"918","Budapest","Kisvárda","2015-01-24T20:00:00","284","budapest","ios","false","24"
"919","Budapest","Komárom","2015-01-24T07:00:00","97","budapest","ios","false","28"
"920","Budapest","Komárom","2015-01-24T16:00:00","97","budapest","android","false","31"
"921","Budapest","Komárom","2015-01-24T23:00:00","97","budapest","ios","false","34"
"922","Budapest","Kunszentmiklós","2015-01-24T17:00:00","67","budapest","ios","false","33"
"923","Budapest","Gödöllő","2015-01-24T09:00:00","34","budapest","ios","true","32"
"924","Budapest","Martonvásár","2015-01-24T20:00:00","34","budapest","ios","true","20"
"925","Budapest","Bükkszentkereszt","2015-01-24T19:00:00","185","budapest","ios","false","22"
"926","Budapest","Monor","2015-01-24T19:00:00","42","budapest","android","true","31"
"927","Budapest","Monorierdő","2015-01-24T14:00:00","47","budapest","ios","true","29"
"928","Budapest","Mosonmagyaróvár","2015-01-24T12:00:00","163","budapest","ios","false","18"
"929","Budapest","Mosonmagyaróvár","2015-01-24T14:00:00","163","budapest","ios","false","26"
"930","Budapest","Mosonmagyaróvár","2015-01-24T19:00:00","163","budapest","ios","false","20"
"931","Budapest","Szentgotthárd","2015-01-24T13:00:00","215","budapest","ios","false","19"
"932","Budapest","Nagykáta","2015-01-24T00:00:00","72","budapest","ios","false","19"
"933","Budapest","Nagykáta","2015-01-24T03:00:00","72","budapest","ios","false","23"
"934","Budapest","Nógrád","2015-01-24T22:00:00","63","budapest","android","false","24"
"935","Budapest","Oroszlány","2015-01-24T12:00:00","79","budapest","ios","false","35"
"936","Budapest","Pécel","2015-01-24T16:00:00","34","budapest","ios","true","28"
"937","Budapest","Som","2015-01-24T04:00:00","203","budapest","ios","false","33"
"938","Budapest","Som","2015-01-24T08:00:00","203","budapest","ios","false","20"
"939","Budapest","Som","2015-01-24T10:00:00","203","budapest","ios","false","19"
"940","Budapest","Som","2015-01-24T16:00:00","203","budapest","ios","false","35"
"941","Budapest","Som","2015-01-24T17:00:00","203","budapest","ios","false","29"
"942","Budapest","Som","2015-01-24T19:00:00","203","budapest","ios","false","32"
"943","Budapest","Pilisszentiván","2015-01-24T23:00:00","18","budapest","android","true","24"
"944","Budapest","Pirtó","2015-01-24T09:00:00","140","budapest","ios","false","28"
"945","Budapest","Ecser","2015-01-24T12:00:00","33","budapest","ios","true","30"
"946","Budapest","Sárosd","2015-01-24T06:00:00","83","budapest","ios","false","34"
"947","Budapest","Siófok","2015-01-24T07:00:00","110","budapest","ios","false","26"
"948","Budapest","Siófok","2015-01-24T11:00:00","110","budapest","ios","false","33"
"949","Budapest","Sopron","2015-01-24T03:00:00","213","budapest","ios","false","25"
"950","Budapest","Sopron","2015-01-24T04:00:00","213","budapest","ios","false","23"
"951","Budapest","Sopron","2015-01-24T19:00:00","213","budapest","ios","false","22"
"952","Budapest","Szeged","2015-01-24T08:00:00","170","budapest","android","false","25"
"953","Budapest","Szeged","2015-01-24T11:00:00","170","budapest","ios","false","28"
"954","Budapest","Szeged","2015-01-24T22:00:00","170","budapest","ios","false","34"
"955","Budapest","Székesfehérvár","2015-01-24T07:00:00","71","budapest","ios","false","35"
"956","Budapest","Székesfehérvár","2015-01-24T10:00:00","71","budapest","ios","false","23"
"957","Budapest","Székesfehérvár","2015-01-24T11:00:00","71","budapest","ios","false","29"
"958","Budapest","Székesfehérvár","2015-01-24T16:00:00","71","budapest","ios","false","24"
"959","Budapest","Székesfehérvár","2015-01-24T19:00:00","71","budapest","ios","false","24"
"960","Budapest","Szekszárd","2015-01-24T08:00:00","146","budapest","ios","false","37"
"961","Budapest","Szekszárd","2015-01-24T11:00:00","146","budapest","ios","false","31"
"962","Budapest","Szolnok","2015-01-24T03:00:00","107","budapest","android","false","36"
"963","Budapest","Szolnok","2015-01-24T10:00:00","107","budapest","ios","false","33"
"964","Budapest","Szolnok","2015-01-24T11:00:00","107","budapest","ios","false","34"
"965","Budapest","Szolnok","2015-01-24T12:00:00","107","budapest","ios","false","36"
"966","Budapest","Szolnok","2015-01-24T13:00:00","107","budapest","android","false","20"
"967","Budapest","Szombathely","2015-01-24T08:00:00","228","budapest","android","false","34"
"968","Budapest","Szombathely","2015-01-24T22:00:00","228","budapest","ios","false","32"
"969","Budapest","Tatabánya","2015-01-24T12:00:00","67","budapest","ios","false","28"
"970","Budapest","Tatabánya","2015-01-24T13:00:00","67","budapest","android","false","35"
"971","Budapest","Tatabánya","2015-01-24T16:00:00","67","budapest","android","false","25"
"972","Budapest","Tura","2015-01-24T22:00:00","53","budapest","ios","false","32"
"973","Budapest","Vác","2015-01-24T16:00:00","44","budapest","ios","true","31"
"974","Budapest","Veszprém","2015-01-24T11:00:00","125","budapest","ios","false","36"
"975","Budapest","Veszprém","2015-01-24T13:00:00","125","budapest","ios","false","36"
"976","Budapest","Veszprém","2015-01-24T14:00:00","125","budapest","ios","false","24"
"977","Budapest","Veszprém","2015-01-24T15:00:00","125","budapest","ios","false","19"
"978","Budapest","Veszprém","2015-01-24T17:00:00","125","budapest","android","false","22"
"979","Budapest","Zalaegerszeg","2015-01-24T06:00:00","230","budapest","android","false","36"
"980","Halásztelek","Budapest","2015-01-24T14:00:00","10","budapest","ios","true","32"
"981","Halásztelek","Érd","2015-01-24T22:00:00","9","countryside","ios","true","20"
"982","Halásztelek","Érd","2015-01-24T09:00:00","9","countryside","ios","true","22"
"983","Halásztelek","Martonvásár","2015-01-24T19:00:00","23","countryside","ios","true","31"
"984","Halásztelek","Százhalombatta","2015-01-24T14:00:00","19","countryside","ios","true","32"
"985","Halásztelek","Százhalombatta","2015-01-24T16:00:00","19","countryside","android","true","23"
"986","Bük","Sopron","2015-01-24T11:00:00","46","countryside","android","true","28"
"987","Bük","Sopron","2015-01-24T14:00:00","46","countryside","ios","true","36"
"988","Bük","Szombathely","2015-01-24T17:00:00","24","countryside","ios","true","31"
"989","Halásztelek","Budapest","2015-01-24T12:00:00","13","budapest","ios","true","18"
"990","Halásztelek","Budapest","2015-01-24T15:00:00","13","budapest","ios","true","34"
"991","Halásztelek","Budapest","2015-01-24T19:00:00","13","budapest","ios","true","19"
"992","Halásztelek","Érd","2015-01-24T13:00:00","9","countryside","ios","true","25"
"993","Halásztelek","Velence","2015-01-24T13:00:00","45","countryside","ios","true","19"
"994","Cegléd","Budapest","2015-01-24T07:00:00","79","budapest","ios","false","22"
"995","Cegléd","Budapest","2015-01-24T21:00:00","81","budapest","ios","false","31"
"996","Cegléd","Kiskunfélegyháza","2015-01-24T10:00:00","73","countryside","android","false","36"
"997","Cegléd","Kiskunfélegyháza","2015-01-24T17:00:00","73","countryside","android","false","32"
"998","Cegléd","Budapest","2015-01-24T08:00:00","76","budapest","ios","false","35"
"999","Cegléd","Bükkszentkereszt","2015-01-24T17:00:00","167","countryside","ios","false","18"
"1000","Cegléd","Budapest","2015-01-24T17:00:00","81","budapest","ios","false","26"
"1001","Cegléd","Budapest","2015-01-24T17:00:00","81","budapest","ios","false","24"
"1002","Cegléd","Szolnok","2015-01-24T13:00:00","28","countryside","android","true","33"
"1003","Cegléd","Szolnok","2015-01-24T18:00:00","28","countryside","android","true","23"
"1004","Cegléd","Budapest","2015-01-24T16:00:00","80","budapest","android","false","38"
"1005","Celldömölk","Győr","2015-01-24T08:00:00","74","countryside","ios","false","19"
"1006","Celldömölk","Győr","2015-01-24T19:00:00","74","countryside","ios","false","31"
"1007","Celldömölk","Győr","2015-01-24T22:00:00","74","countryside","ios","false","22"
"1008","Celldömölk","Kemenesmihályfa","2015-01-24T20:00:00","8","countryside","ios","true","20"
"1009","Celldömölk","Budapest","2015-01-24T15:00:00","195","budapest","android","false","36"
"1010","Celldömölk","Budapest","2015-01-24T20:00:00","195","budapest","ios","false","36"
"1011","Celldömölk","Budapest","2015-01-24T21:00:00","195","budapest","ios","false","26"
"1012","Celldömölk","Szombathely","2015-01-24T11:00:00","48","countryside","ios","true","23"
"1013","Csákánydoroszló","Szombathely","2015-01-24T08:00:00","40","countryside","ios","true","20"
"1014","Csengőd","Budapest","2015-01-24T08:00:00","131","budapest","ios","false","19"
"1015","Csengőd","Budapest","2015-01-24T09:00:00","131","budapest","android","false","26"
"1016","Csengőd","Budapest","2015-01-24T12:00:00","131","budapest","ios","false","22"
"1017","Csoma","Dombóvár","2015-01-24T05:00:00","10","countryside","ios","true","36"
"1018","Csongrád","Budapest","2015-01-24T17:00:00","140","budapest","ios","false","32"
"1019","Csorna","Győr","2015-01-24T12:00:00","34","countryside","android","true","28"
"1020","Csorna","Győr","2015-01-24T14:00:00","34","countryside","ios","true","23"
"1021","Csorna","Győr","2015-01-24T15:00:00","34","countryside","ios","true","27"
"1022","Csorna","Ikrény","2015-01-24T11:00:00","22","countryside","android","true","22"
"1023","Csorna","Ikrény","2015-01-24T12:00:00","22","countryside","ios","true","33"
"1024","Csorna","Beled","2015-01-24T08:00:00","24","countryside","ios","true","25"
"1025","Csörög","Vác","2015-01-24T08:00:00","7","countryside","ios","true","32"
"1026","Csörög","Vác","2015-01-24T09:00:00","7","countryside","ios","true","27"
"1027","Dabas","Gyál","2015-01-24T18:00:00","37","countryside","ios","true","34"
"1028","Dabas","Ócsa","2015-01-24T06:00:00","15","countryside","ios","true","24"
"1029","Dabas","Ócsa","2015-01-24T11:00:00","15","countryside","android","true","33"
"1030","Debrecen","Budapest","2015-01-24T18:00:00","236","budapest","ios","false","24"
"1031","Debrecen","Budapest","2015-01-24T10:00:00","236","budapest","android","false","19"
"1032","Debrecen","Budapest","2015-01-24T09:00:00","238","budapest","ios","false","35"
"1033","Debrecen","Budapest","2015-01-24T19:00:00","238","budapest","ios","false","22"
"1034","Debrecen","Budapest","2015-01-24T22:00:00","238","budapest","ios","false","23"
"1035","Debrecen","Füzesabony","2015-01-24T15:00:00","127","countryside","ios","false","25"
"1036","Debrecen","Isaszeg","2015-01-24T21:00:00","215","countryside","ios","false","19"
"1037","Debrecen","Gyöngyös","2015-01-24T15:00:00","168","countryside","ios","false","31"
"1038","Debrecen","Győr","2015-01-24T21:00:00","360","countryside","ios","false","21"
"1039","Debrecen","Hidasnémeti","2015-01-24T14:00:00","169","countryside","ios","false","32"
"1040","Debrecen","Hidasnémeti","2015-01-24T15:00:00","169","countryside","ios","false","19"
"1041","Debrecen","Kaba","2015-01-24T17:00:00","42","countryside","ios","true","33"
"1042","Debrecen","Kaba","2015-01-24T22:00:00","42","countryside","android","true","34"
"1043","Debrecen","Karcag","2015-01-24T05:00:00","71","countryside","android","false","19"
"1044","Debrecen","Kecskemét","2015-01-24T14:00:00","209","countryside","ios","false","34"
"1045","Debrecen","Kisvárda","2015-01-24T09:00:00","105","countryside","android","false","22"
"1046","Debrecen","Kisvárda","2015-01-24T11:00:00","105","countryside","ios","false","24"
"1047","Debrecen","Kisvárda","2015-01-24T13:00:00","105","countryside","ios","false","27"
"1048","Debrecen","Kisvárda","2015-01-24T14:00:00","105","countryside","ios","false","24"
"1049","Debrecen","Mátészalka","2015-01-24T18:00:00","97","countryside","ios","false","37"
"1050","Debrecen","Mátészalka","2015-01-24T22:00:00","97","countryside","ios","false","24"
"1051","Debrecen","Nyíregyháza","2015-01-24T06:00:00","61","countryside","ios","false","26"
"1052","Debrecen","Nyíregyháza","2015-01-24T08:00:00","61","countryside","ios","false","25"
"1053","Debrecen","Nyíregyháza","2015-01-24T17:00:00","61","countryside","ios","false","26"
"1054","Debrecen","Nyíregyháza","2015-01-24T22:00:00","61","countryside","ios","false","23"
"1055","Debrecen","Püspökladány","2015-01-24T03:00:00","56","countryside","ios","false","27"
"1056","Debrecen","Püspökladány","2015-01-24T10:00:00","56","countryside","ios","false","35"
"1057","Debrecen","Püspökladány","2015-01-24T11:00:00","56","countryside","ios","false","29"
"1058","Debrecen","Püspökladány","2015-01-24T18:00:00","56","countryside","android","false","19"
"1059","Debrecen","Püspökladány","2015-01-24T21:00:00","56","countryside","ios","false","31"
"1060","Debrecen","Szolnok","2015-01-24T18:00:00","151","countryside","ios","false","30"
"1061","Debrecen","Újfehértó","2015-01-24T08:00:00","40","countryside","android","true","30"
"1062","Debrecen","Újfehértó","2015-01-24T12:00:00","40","countryside","ios","true","28"
"1063","Debrecen","Újfehértó","2015-01-24T15:00:00","40","countryside","android","true","23"
"1064","Debrecen","Nyíradony","2015-01-24T20:00:00","21","countryside","ios","true","34"
"1065","Debrecen","Vecsés","2015-01-24T21:00:00","240","countryside","ios","false","31"
"1066","Decs","Szekszárd","2015-01-24T13:00:00","24","countryside","ios","true","33"
"1067","Budapest","Bicske","2015-01-24T09:00:00","37","budapest","ios","true","22"
"1068","Budapest","Halásztelek","2015-01-24T01:00:00","14","budapest","android","true","37"
"1069","Budapest","Székesfehérvár","2015-01-24T09:00:00","69","budapest","ios","false","30"
"1070","Budapest","Tatabánya","2015-01-24T13:00:00","65","budapest","ios","false","20"
"1071","Budapest","Gárdony","2015-01-24T07:00:00","52","budapest","ios","false","37"
"1072","Budapest","Balatonkeresztúr","2015-01-24T21:00:00","168","budapest","ios","false","26"
"1073","Budapest","Baracska","2015-01-24T17:00:00","35","budapest","ios","true","26"
"1074","Budapest","Biatorbágy","2015-01-24T18:00:00","20","budapest","ios","true","26"
"1075","Budapest","Biatorbágy","2015-01-24T19:00:00","20","budapest","ios","true","24"
"1076","Budapest","Diósd","2015-01-24T16:00:00","10","budapest","ios","true","32"
"1077","Budapest","Diósd","2015-01-24T17:00:00","10","budapest","ios","true","30"
